SEP=;
File;Actual_Start;Calculated_Start;Difference
Lunge_Medium.csv;45;51;6
Lunge_Medium.csv;471;473;2
Lunge_Slow.csv;199;201;2
Lunge_Slow.csv;517;527;10
Lunge_Slow.csv;830;836;6
Lunge_Slow.csv;1123;1132;9
Pushup_Fast.csv;32;35;3
Pushup_Fast.csv;344;344;0
Pushup_Medium.csv;55;59;4
Pushup_Medium.csv;237;239;2
Pushup_Medium.csv;414;414;0
Pushup_Medium.csv;602;604;2
Pushup_Slow.csv;130;134;4
Pushup_Slow.csv;391;397;6
Pushup_Slow.csv;683;686;3
Pushup_Slow.csv;964;969;5
Squat_Fast.csv;66;34;-32
Squat_Medium.csv;92;96;4
Squat_Medium.csv;720;718;-2
Squat_Slow.csv;87;97;10
Squat_Slow.csv;406;411;5
Squat_Slow.csv;714;719;5
Squat_Slow.csv;1025;1027;2
Lunge_Fast.csv;763;766;3
Lunge_Medium.csv;487;487;0
Lunge_Medium.csv;913;919;6
Lunge_Medium.csv;1133;1130;-3
Lunge_Slow.csv;436;368;-68
Lunge_Slow.csv;722;724;2
Lunge_Slow.csv;987;992;5
Lunge_Slow.csv;1240;1242;2
Pushup_Fast.csv;328;321;-7
Pushup_Medium.csv;324;324;0
Pushup_Medium.csv;542;546;4
Pushup_Medium.csv;742;739;-3
Pushup_Slow.csv;693;699;6
Pushup_Slow.csv;955;959;4
Pushup_Slow.csv;1193;1197;4
Squat_Fast.csv;686;688;2
Squat_Medium.csv;629;621;-8
Squat_Medium.csv;816;804;-12
Squat_Slow.csv;775;779;4
Squat_Slow.csv;1062;1065;3
Squat_Slow.csv;1369;1372;3
Lunge_Medium.csv;52;40;-12
Lunge_Slow.csv;38;31;-7
Lunge_Slow.csv;345;341;-4
Lunge_Slow.csv;612;597;-15
Lunge_Slow.csv;875;876;1
Pushup_Medium.csv;517;521;4
Pushup_Medium.csv;703;697;-6
Pushup_Slow.csv;238;239;1
Pushup_Slow.csv;514;517;3
Pushup_Slow.csv;816;812;-4
Pushup_Slow.csv;1116;1118;2
Squat_Medium.csv;111;116;5
Squat_Medium.csv;372;360;-12
Squat_Medium.csv;577;579;2
Squat_Medium.csv;788;778;-10
Squat_Slow.csv;452;457;5
Squat_Slow.csv;764;768;4
Squat_Slow.csv;1065;1066;1
Lunge_Fast.csv;69;72;3
Lunge_Medium.csv;71;62;-9
