SEP=;
File;Actual_Start;Calculated_Start;Difference
Lunge_Medium.csv;45;54;9
Lunge_Medium.csv;471;473;2
Lunge_Slow.csv;199;203;4
Lunge_Slow.csv;517;528;11
Lunge_Slow.csv;830;838;8
Lunge_Slow.csv;1123;1133;10
Pushup_Fast.csv;32;35;3
Pushup_Fast.csv;344;346;2
Pushup_Medium.csv;55;60;5
Pushup_Medium.csv;237;240;3
Pushup_Medium.csv;414;417;3
Pushup_Medium.csv;602;604;2
Pushup_Slow.csv;130;134;4
Pushup_Slow.csv;391;398;7
Pushup_Slow.csv;683;687;4
Pushup_Slow.csv;964;970;6
Squat_Fast.csv;66;60;-6
Squat_Medium.csv;92;97;5
Squat_Medium.csv;720;720;0
Squat_Slow.csv;87;99;12
Squat_Slow.csv;406;412;6
Squat_Slow.csv;714;720;6
Lunge_Fast.csv;763;767;4
Lunge_Medium.csv;487;490;3
Lunge_Medium.csv;913;919;6
Lunge_Medium.csv;1133;1132;-1
Lunge_Slow.csv;436;369;-67
Lunge_Slow.csv;722;724;2
Lunge_Slow.csv;987;992;5
Lunge_Slow.csv;1240;1243;3
Pushup_Fast.csv;328;325;-3
Pushup_Medium.csv;324;325;1
Pushup_Medium.csv;542;547;5
Pushup_Medium.csv;742;743;1
Pushup_Slow.csv;693;700;7
Pushup_Slow.csv;955;959;4
Pushup_Slow.csv;1193;1197;4
Squat_Fast.csv;686;689;3
Squat_Medium.csv;629;632;3
Squat_Slow.csv;775;780;5
Squat_Slow.csv;1062;1066;4
Squat_Slow.csv;1369;1373;4
Lunge_Medium.csv;52;40;-12
Lunge_Medium.csv;489;493;4
Lunge_Slow.csv;38;33;-5
Lunge_Slow.csv;345;342;-3
Lunge_Slow.csv;612;598;-14
Lunge_Slow.csv;875;864;-11
Pushup_Medium.csv;703;701;-2
Pushup_Medium.csv;887;884;-3
Pushup_Slow.csv;514;518;4
Pushup_Slow.csv;816;814;-2
Pushup_Slow.csv;1116;1119;3
Squat_Medium.csv;111;116;5
Squat_Medium.csv;372;363;-9
Squat_Medium.csv;577;580;3
Squat_Medium.csv;788;778;-10
Squat_Slow.csv;452;459;7
Squat_Slow.csv;764;769;5
Squat_Slow.csv;1065;1069;4
Lunge_Fast.csv;69;72;3
Lunge_Medium.csv;71;67;-4
Lunge_Medium.csv;247;252;5
Lunge_Medium.csv;435;442;7
Lunge_Medium.csv;631;632;1
Lunge_Slow.csv;120;136;16
Lunge_Slow.csv;432;438;6
Lunge_Slow.csv;708;717;9
Lunge_Slow.csv;974;959;-15
Squat_Medium.csv;183;181;-2
Squat_Medium.csv;388;393;5
Squat_Medium.csv;571;575;4
Squat_Medium.csv;755;758;3
Squat_Slow.csv;153;138;-15
Squat_Slow.csv;520;525;5
Squat_Slow.csv;840;847;7
Squat_Slow.csv;1180;1189;9
Lunge_Fast.csv;116;100;-16
Lunge_Medium.csv;102;107;5
Lunge_Slow.csv;354;257;-97
Lunge_Slow.csv;633;637;4
Lunge_Slow.csv;888;894;6
Lunge_Slow.csv;1109;1113;4
Pushup_Fast.csv;185;190;5
Pushup_Fast.csv;328;319;-9
Pushup_Medium.csv;337;343;6
Pushup_Medium.csv;496;503;7
Pushup_Slow.csv;251;256;5
Pushup_Slow.csv;515;512;-3
Pushup_Slow.csv;792;798;6
Pushup_Slow.csv;1073;1069;-4
Squat_Fast.csv;176;65;-111
Squat_Medium.csv;246;222;-24
Squat_Medium.csv;410;412;2
Squat_Medium.csv;595;598;3
Squat_Slow.csv;154;157;3
Squat_Slow.csv;418;392;-26
Squat_Slow.csv;783;787;4
Lunge_Fast.csv;138;142;4
Lunge_Medium.csv;203;208;5
Lunge_Medium.csv;423;422;-1
Lunge_Medium.csv;658;661;3
Lunge_Slow.csv;195;199;4
Lunge_Slow.csv;474;470;-4
Lunge_Slow.csv;744;748;4
Lunge_Slow.csv;1015;1018;3
Pushup_Fast.csv;453;456;3
Pushup_Fast.csv;988;984;-4
Pushup_Medium.csv;612;614;2
Pushup_Medium.csv;864;853;-11
Pushup_Slow.csv;437;426;-11
Pushup_Slow.csv;737;729;-8
Pushup_Slow.csv;1017;1020;3
Pushup_Slow.csv;1284;1235;-49
Squat_Fast.csv;318;322;4
Squat_Fast.csv;693;694;1
Squat_Medium.csv;271;276;5
Squat_Medium.csv;521;512;-9
Squat_Medium.csv;750;753;3
Squat_Medium.csv;978;980;2
