SEP=;
File;Actual_Start;Calculated_Start;Difference
Lunge_Medium;45;56;11
Lunge_Medium;471;474;3
Lunge_Slow;199;203;4
Lunge_Slow;517;529;12
Lunge_Slow;830;838;8
Lunge_Slow;1123;1135;12
Pushup_Fast;32;36;4
Pushup_Fast;344;346;2
Pushup_Medium;55;60;5
Pushup_Medium;237;240;3
Pushup_Medium;414;418;4
Pushup_Medium;602;604;2
Pushup_Slow;130;134;4
Pushup_Slow;391;399;8
Pushup_Slow;683;687;4
Pushup_Slow;964;970;6
Squat_Fast;66;61;-5
Squat_Medium;92;98;6
Squat_Medium;720;721;1
Squat_Slow;87;99;12
Squat_Slow;406;413;7
Squat_Slow;714;720;6
Lunge_Fast;763;560;-203
Lunge_Medium;487;491;4
Lunge_Medium;913;919;6
Lunge_Medium;1133;1132;-1
Lunge_Slow;436;369;-67
Lunge_Slow;722;724;2
Lunge_Slow;987;992;5
Lunge_Slow;1240;1244;4
Pushup_Fast;328;326;-2
Pushup_Medium;324;326;2
Pushup_Medium;542;548;6
Pushup_Medium;742;743;1
Pushup_Slow;693;700;7
Pushup_Slow;955;959;4
Pushup_Slow;1193;1197;4
Squat_Fast;686;689;3
Squat_Medium;629;632;3
Squat_Slow;775;781;6
Squat_Slow;1062;1066;4
Squat_Slow;1369;1373;4
Lunge_Medium;52;41;-11
Lunge_Medium;489;493;4
Lunge_Slow;38;33;-5
Lunge_Slow;345;342;-3
Lunge_Slow;612;599;-13
Lunge_Slow;875;862;-13
Pushup_Medium;517;521;4
Pushup_Medium;887;885;-2
Pushup_Slow;514;518;4
Pushup_Slow;816;815;-1
Pushup_Slow;1116;1120;4
Squat_Medium;111;116;5
Squat_Medium;372;363;-9
Squat_Medium;577;580;3
Squat_Medium;788;784;-4
Squat_Slow;452;459;7
Squat_Slow;764;769;5
Squat_Slow;1065;1069;4
Lunge_Fast;69;73;4
Lunge_Medium;71;75;4
Lunge_Medium;435;443;8
Lunge_Medium;631;633;2
Lunge_Slow;120;136;16
Lunge_Slow;432;439;7
Lunge_Slow;708;717;9
Lunge_Slow;974;959;-15
Squat_Medium;183;182;-1
Squat_Medium;388;393;5
Squat_Medium;571;575;4
Squat_Medium;755;758;3
Squat_Slow;153;139;-14
Squat_Slow;520;525;5
Squat_Slow;840;848;8
Squat_Slow;1180;1189;9
Lunge_Fast;116;101;-15
Lunge_Medium;102;108;6
Lunge_Slow;354;258;-96
Lunge_Slow;633;637;4
Lunge_Slow;888;894;6
Lunge_Slow;1109;1113;4
Pushup_Fast;185;190;5
Pushup_Fast;328;321;-7
Pushup_Fast;665;658;-7
Pushup_Medium;337;342;5
Pushup_Medium;496;504;8
Pushup_Slow;251;256;5
Pushup_Slow;515;513;-2
Pushup_Slow;792;798;6
Pushup_Slow;1073;1069;-4
Squat_Fast;176;65;-111
Squat_Medium;246;223;-23
Squat_Medium;410;413;3
Squat_Medium;595;598;3
Squat_Medium;787;791;4
Squat_Slow;154;158;4
Squat_Slow;418;393;-25
Squat_Slow;783;788;5
Lunge_Fast;138;142;4
Lunge_Medium;203;209;6
Lunge_Medium;423;422;-1
Lunge_Medium;658;661;3
Lunge_Slow;195;200;5
Lunge_Slow;474;470;-4
Lunge_Slow;744;748;4
Lunge_Slow;1015;1018;3
Pushup_Fast;453;456;3
Pushup_Medium;612;617;5
Pushup_Medium;864;856;-8
Pushup_Slow;437;427;-10
Pushup_Slow;737;733;-4
Pushup_Slow;1017;1020;3
Pushup_Slow;1284;1239;-45
Squat_Fast;318;322;4
Squat_Medium;271;277;6
Squat_Medium;521;512;-9
Squat_Medium;750;753;3
Squat_Medium;978;980;2
Squat_Slow;585;590;5
Squat_Slow;846;848;2
