SEP=;
index;label;segment;RightUpperArm_boneIndex;RightUpperArm_quat9x_w;RightUpperArm_quat9x_x;RightUpperArm_quat9x_y;RightUpperArm_quat9x_z;RightUpperArm_gyroscope_x;RightUpperArm_gyroscope_y;RightUpperArm_gyroscope_z;RightUpperArm_accelerometer_x;RightUpperArm_accelerometer_y;RightUpperArm_accelerometer_z;RightLowerArm_boneIndex;RightLowerArm_quat9x_w;RightLowerArm_quat9x_x;RightLowerArm_quat9x_y;RightLowerArm_quat9x_z;RightLowerArm_gyroscope_x;RightLowerArm_gyroscope_y;RightLowerArm_gyroscope_z;RightLowerArm_accelerometer_x;RightLowerArm_accelerometer_y;RightLowerArm_accelerometer_z;LeftUpperArm_boneIndex;LeftUpperArm_quat9x_w;LeftUpperArm_quat9x_x;LeftUpperArm_quat9x_y;LeftUpperArm_quat9x_z;LeftUpperArm_gyroscope_x;LeftUpperArm_gyroscope_y;LeftUpperArm_gyroscope_z;LeftUpperArm_accelerometer_x;LeftUpperArm_accelerometer_y;LeftUpperArm_accelerometer_z;LeftLowerArm_boneIndex;LeftLowerArm_quat9x_w;LeftLowerArm_quat9x_x;LeftLowerArm_quat9x_y;LeftLowerArm_quat9x_z;LeftLowerArm_gyroscope_x;LeftLowerArm_gyroscope_y;LeftLowerArm_gyroscope_z;LeftLowerArm_accelerometer_x;LeftLowerArm_accelerometer_y;LeftLowerArm_accelerometer_z;Chest_boneIndex;Chest_quat9x_w;Chest_quat9x_x;Chest_quat9x_y;Chest_quat9x_z;Chest_gyroscope_x;Chest_gyroscope_y;Chest_gyroscope_z;Chest_accelerometer_x;Chest_accelerometer_y;Chest_accelerometer_z;Spine_boneIndex;Spine_quat9x_w;Spine_quat9x_x;Spine_quat9x_y;Spine_quat9x_z;Spine_gyroscope_x;Spine_gyroscope_y;Spine_gyroscope_z;Spine_accelerometer_x;Spine_accelerometer_y;Spine_accelerometer_z;RightUpperLeg_boneIndex;RightUpperLeg_quat9x_w;RightUpperLeg_quat9x_x;RightUpperLeg_quat9x_y;RightUpperLeg_quat9x_z;RightUpperLeg_gyroscope_x;RightUpperLeg_gyroscope_y;RightUpperLeg_gyroscope_z;RightUpperLeg_accelerometer_x;RightUpperLeg_accelerometer_y;RightUpperLeg_accelerometer_z;RightLowerLeg_boneIndex;RightLowerLeg_quat9x_w;RightLowerLeg_quat9x_x;RightLowerLeg_quat9x_y;RightLowerLeg_quat9x_z;RightLowerLeg_gyroscope_x;RightLowerLeg_gyroscope_y;RightLowerLeg_gyroscope_z;RightLowerLeg_accelerometer_x;RightLowerLeg_accelerometer_y;RightLowerLeg_accelerometer_z;LeftUpperLeg_boneIndex;LeftUpperLeg_quat9x_w;LeftUpperLeg_quat9x_x;LeftUpperLeg_quat9x_y;LeftUpperLeg_quat9x_z;LeftUpperLeg_gyroscope_x;LeftUpperLeg_gyroscope_y;LeftUpperLeg_gyroscope_z;LeftUpperLeg_accelerometer_x;LeftUpperLeg_accelerometer_y;LeftUpperLeg_accelerometer_z;LeftLowerLeg_boneIndex;LeftLowerLeg_quat9x_w;LeftLowerLeg_quat9x_x;LeftLowerLeg_quat9x_y;LeftLowerLeg_quat9x_z;LeftLowerLeg_gyroscope_x;LeftLowerLeg_gyroscope_y;LeftLowerLeg_gyroscope_z;LeftLowerLeg_accelerometer_x;LeftLowerLeg_accelerometer_y;LeftLowerLeg_accelerometer_z;pelvis_x;pelvis_y;pelvis_z;lowerSpine_x;lowerSpine_y;lowerSpine_z;middleSpine_x;middleSpine_y;middleSpine_z;upperSpine_x;upperSpine_y;upperSpine_z;rightClavicle_x;rightClavicle_y;rightClavicle_z;rightShoulder_x;rightShoulder_y;rightShoulder_z;rightElbow_x;rightElbow_y;rightElbow_z;rightWrist_x;rightWrist_y;rightWrist_z;leftClavicle_x;leftClavicle_y;leftClavicle_z;leftShoulder_x;leftShoulder_y;leftShoulder_z;leftElbow_x;leftElbow_y;leftElbow_z;leftWrist_x;leftWrist_y;leftWrist_z;rightHip_x;rightHip_y;rightHip_z;rightKnee_x;rightKnee_y;rightKnee_z;rightAnkle_x;rightAnkle_y;rightAnkle_z;leftHip_x;leftHip_y;leftHip_z;leftKnee_x;leftKnee_y;leftKnee_z;leftAnkle_x;leftAnkle_y;leftAnkle_z;
994631.9891;NotLabelled;NONE;16384;0.8460904;0.2645429;0.3933518;0.2437673;-47;-23;16;2358;-1184;2845;65536;0.8810269;0.3864266;0.004155125;0.2728532;52;-33;-45;-1844;-2719;-785;8192;0.8346907;0.2686981;-0.4445983;-0.1828255;-60;19;-29;-2436;-1375;2867;32768;0.9033275;0.3795014;-0.1357341;-0.1468144;59;15;-12;1071;-2362;-1802;256;0;0;-0.634349;-0.7730468;-1;12;0;-299;4454;-697;128;0.07617728;0;0.5637119;0.8224512;5;14;2;-325;4149;1328;4;0.538498;-0.5221606;0.4806094;0.4542936;-3;9;10;-21;4116;76;16;0.6745152;-0.7325155;-0.009695291;-0.09141274;-10;0;-3;813;4092;42;2;0.4736842;-0.5055401;-0.5069252;-0.5129126;-2;10;-4;113;4176;23;8;0.6828254;-0.7284753;-0.01246537;0.05401662;0;0;0;-539;4051;223;0.5411009;2.835486;-0.09486686;0.5470514;3.377734;-0.03525759;0.5522843;3.854591;0.01512823;0.5492006;4.573753;0.160934;0.2891048;4.899859;0.1883633;-0.05155426;4.748422;0.2223858;-0.7857196;4.972186;-0.2965168;-0.9910896;5.600116;-0.9757252;0.809444;4.902093;0.1883629;1.099004;4.753362;0.2223855;1.913863;5.006835;-0.2248636;2.249464;5.607896;-0.8759277;0.2288583;2.794516;-0.1074477;0.1651842;1.332805;-0.09312575;0;0;0;0.2288583;2.794516;-0.1074477;0.1651842;1.332805;-0.09312575;0;0;0
994653.0437;NotLabelled;NONE;16384;0.8440917;0.2728532;0.3919668;0.2437673;-43;-26;14;2250;-1262;2639;65536;0.8771502;0.3961219;0;0.2714681;46;-18;-53;-2194;-2801;-1137;8192;0.8335856;0.2783934;-0.4418283;-0.1800554;-52;8;-23;-1960;-1625;2733;32768;0.8991416;0.3878116;-0.1385041;-0.1481994;53;1;-8;1749;-2742;-2292;256;0;0.001385042;-0.634349;-0.7730455;-6;9;-2;-169;4312;-631;128;0.07756232;-0.001385042;0.5637119;0.8223206;4;12;3;-367;3987;1312;4;0.539731;-0.5221606;0.4792244;0.4542936;-4;8;10;-139;4114;22;16;0.6745152;-0.7325326;-0.008310249;-0.09141274;-12;-9;-3;601;4050;154;2;0.4736842;-0.5041551;-0.5083103;-0.5129051;-3;11;-6;273;4156;5;8;0.6828254;-0.7285516;-0.01385042;0.05263158;-1;7;0;-543;4097;303;0.5381143;2.835485;-0.09695663;0.544067;3.377936;-0.03921856;0.5493018;3.854964;0.009521734;0.5493026;4.574647;0.1527614;0.2906078;4.901962;0.1790234;-0.05069764;4.75211;0.2135806;-0.7868516;4.988625;-0.2967792;-0.9935949;5.631596;-0.9613406;0.8109518;4.901964;0.179023;1.099872;4.752114;0.2135802;1.909963;5.024089;-0.2314553;2.247949;5.635911;-0.8711622;0.2258714;2.794472;-0.1093844;0.1626826;1.332708;-0.09874064;0;0;0;0.2258714;2.794472;-0.1093844;0.1626826;1.332708;-0.09874064;0;0;0
994674.0538;NotLabelled;NONE;16384;0.84136;0.2811634;0.3919668;0.2437673;-38;-24;12;2536;-1328;2685;65536;0.8729004;0.4044321;-0.005540166;0.2728532;35;-5;-58;-3254;-2629;-845;8192;0.8309442;0.2950138;-0.4376731;-0.1759003;-47;26;-15;-1940;-1263;3053;32768;0.8928095;0.4016621;-0.1385041;-0.1495845;43;16;18;2069;-2486;-1868;256;0;0.002770083;-0.6357341;-0.7719032;-5;8;-2;-233;4042;-703;128;0.07894737;-0.002770083;0.5650969;0.8212339;4;12;3;-401;3751;1334;4;0.5409576;-0.5221606;0.4778393;0.4542936;-1;6;9;-221;4096;6;16;0.6731302;-0.733991;-0.006925208;-0.0900277;-10;-11;-3;329;4272;408;2;0.4722992;-0.5027701;-0.5083103;-0.5155351;-3;12;-5;421;4146;-49;8;0.6828254;-0.7285516;-0.01385042;0.05263158;0;11;0;-417;4117;355;0.539954;2.835223;-0.09357325;0.545907;3.377698;-0.03606564;0.551142;3.854746;0.01247199;0.5498783;4.57443;0.1557119;0.2906088;4.901289;0.1819741;-0.05043284;4.750837;0.2165312;-0.7877827;5.000001;-0.2860246;-0.9929536;5.658398;-0.9358046;0.8109518;4.902206;0.1819736;1.100135;4.752864;0.2165307;1.905885;5.043202;-0.2247687;2.249503;5.665042;-0.85169;0.227711;2.794204;-0.105982;0.1649902;1.332399;-0.09909423;0;0;0;0.227711;2.794204;-0.105982;0.1649902;1.332399;-0.09909423;0;0;0
994694.0273;NotLabelled;NONE;16384;0.83829;0.2936288;0.3919668;0.2396122;-43;3;21;3176;-830;2907;65536;0.8694168;0.4196676;-0.01385042;0.2603878;29;-1;-39;-1088;-3727;-1573;8192;0.8294757;0.301939;-0.4362881;-0.1745152;-48;9;-6;-2104;-1419;3127;32768;0.89053;0.4085872;-0.134349;-0.1481994;41;8;21;995;-2748;-1850;256;0;0.004155125;-0.6357341;-0.771897;-4;5;-1;-255;3822;-687;128;0.08033241;-0.004155125;0.566482;0.8201388;4;9;2;-291;3617;1374;4;0.5421779;-0.5221606;0.4764543;0.4542936;0;7;3;-309;4046;2;16;0.6717451;-0.7355927;-0.006925208;-0.08725762;-8;-10;-2;365;4166;618;2;0.4709141;-0.5;-0.5110803;-0.5167561;0;16;-2;263;4022;-11;8;0.6828254;-0.7287491;-0.01800554;0.04847645;0;20;0;-463;4073;335;0.5394107;2.834848;-0.09605051;0.545366;3.377539;-0.040611;0.5506029;3.854768;0.006107986;0.548067;4.574957;0.1467667;0.2882207;4.90145;0.1718549;-0.05255532;4.750523;0.206949;-0.7927387;5.011265;-0.2854652;-0.995414;5.683084;-0.9221576;0.8085615;4.903286;0.1718548;1.098007;4.75458;0.2069492;1.897429;5.075114;-0.2248568;2.243079;5.715371;-0.8318049;0.2271671;2.793783;-0.1082898;0.164917;1.331944;-0.1051491;0;0;0;0.2271671;2.793783;-0.1082898;0.164917;1.331944;-0.1051491;0;0;0
994714.1341;NotLabelled;NONE;16384;0.8384091;0.299169;0.3891967;0.2368421;-40;-7;33;2892;-1008;2767;65536;0.8679095;0.4252077;-0.0166205;0.2562327;36;-4;-8;-14;-3405;-2179;8192;0.8270565;0.3088643;-0.4376731;-0.1703601;-51;-4;-2;-2476;-1281;3041;32768;0.8883819;0.4141274;-0.1315789;-0.1481994;34;2;15;667;-2708;-1774;256;0;0.005540166;-0.6371191;-0.7707455;0;2;-3;-139;3732;-617;128;0.08033241;-0.006925208;0.566482;0.82012;4;1;1;-387;3581;1418;4;0.5432154;-0.5235457;0.4750692;0.4529086;0;5;-1;-367;3954;54;16;0.6703601;-0.7370386;-0.004155125;-0.08587258;-3;-14;0;405;3922;690;2;0.4709141;-0.4986149;-0.5124654;-0.5167226;0;15;0;157;4028;35;8;0.6828254;-0.7287662;-0.02077562;0.04709141;1;12;0;-421;4075;349;0.5336071;2.835026;-0.09912599;0.5395647;3.377923;-0.04576159;0.5448036;3.855328;-0.0008674064;0.5409907;4.575511;0.1397923;0.2805682;4.901547;0.164865;-0.05994368;4.750019;0.1999376;-0.8031557;5.033371;-0.2751168;-0.9913103;5.731595;-0.8873901;0.800905;4.904298;0.1648971;1.09061;4.756102;0.2000093;1.886447;5.090162;-0.2281512;2.224171;5.741901;-0.8272888;0.221363;2.793914;-0.1111952;0.1595859;1.332051;-0.1117964;0;0;0;0.221363;2.793914;-0.1111952;0.1595859;1.332051;-0.1117964;0;0;0
994735.0021;NotLabelled;NONE;16384;0.8370729;0.3074792;0.3864266;0.2354571;-45;-10;37;2888;-1112;3175;65536;0.8656078;0.4307479;-0.01523546;0.2548476;41;-3;34;494;-3371;-1995;8192;0.825078;0.3144044;-0.4390582;-0.166205;-47;-3;-10;-2060;-1271;2805;32768;0.8866636;0.4182825;-0.1315789;-0.1468144;35;4;-3;179;-3098;-2024;256;0;0.006925208;-0.6371191;-0.7707343;-1;5;-4;-77;3736;-531;128;0.08033241;-0.006925208;0.566482;0.82012;0;2;1;-493;3661;1408;4;0.5430318;-0.5249307;0.4750692;0.4515235;-1;2;-3;-371;4040;-18;16;0.6703601;-0.7373666;-0.001385042;-0.08310249;0;-12;1;345;4256;778;2;0.4695291;-0.4972299;-0.5138504;-0.5179408;1;13;0;-27;3994;45;8;0.6828254;-0.7288544;-0.02077562;0.04570637;2;7;0;-521;4099;399;0.5354537;2.834248;-0.1056666;0.5414113;3.377155;-0.05238298;0.5466504;3.854566;-0.007559806;0.5415635;4.57524;0.1305144;0.2805632;4.900901;0.1544281;-0.05967752;4.748896;0.1900592;-0.7996606;5.042325;-0.2839162;-0.9839469;5.749699;-0.8867909;0.8008941;4.904577;0.1544276;1.090863;4.757022;0.1900586;1.886805;5.102139;-0.2290417;2.219624;5.762321;-0.8216449;0.2232096;2.793134;-0.1177291;0.1619094;1.331252;-0.1178176;0;0;0;0.2232096;2.793134;-0.1177291;0.1619094;1.331252;-0.1178176;0;0;0
994755.1638;NotLabelled;NONE;16384;0.836549;0.3144044;0.3836565;0.232687;-39;-10;35;2986;-1528;2631;65536;0.8625251;0.4362881;-0.006925208;0.2562327;36;10;59;-1050;-3291;-1185;8192;0.8230749;0.3254848;-0.4362881;-0.1620499;-37;0;-13;-2402;-1531;2905;32768;0.880454;0.4279778;-0.1357341;-0.1523546;32;4;-20;1447;-3008;-1812;256;0;0.008310249;-0.6371191;-0.7707205;2;8;-1;-111;3678;-583;128;0.08171745;-0.006925208;0.566482;0.8199832;0;7;1;-519;3837;1358;4;0.5416257;-0.5263157;0.4764543;0.4501385;4;2;-9;-457;3986;-50;16;0.6703601;-0.7375213;-0.001385042;-0.08171745;7;-11;3;253;4166;972;2;0.468144;-0.4972299;-0.5138504;-0.519193;1;6;2;-57;4068;51;8;0.6828254;-0.7288136;-0.02216066;0.04570637;2;6;1;-563;4115;355;0.5347556;2.834183;-0.111649;0.5407133;3.377089;-0.05836548;0.5459524;3.854501;-0.01354239;0.5395935;4.575165;0.1245335;0.2780188;4.900364;0.1484479;-0.06195323;4.747758;0.1840785;-0.8014881;5.05555;-0.2814126;-0.9908702;5.769444;-0.8749489;0.7983424;4.904959;0.1484476;1.088571;4.757916;0.1840785;1.882716;5.113742;-0.2294382;2.21398;5.779901;-0.816193;0.2225115;2.793069;-0.1237115;0.16122;1.331192;-0.1194192;0;0;0;0.2225115;2.793069;-0.1237115;0.16122;1.331192;-0.1194192;0;0;0
994776.1922;NotLabelled;NONE;16384;0.8371886;0.3268698;0.3767313;0.2243767;-31;4;35;1878;-1888;2233;65536;0.8591791;0.4418283;0.01523546;0.2576177;37;8;46;-1916;-2477;-1485;8192;0.8216717;0.3310249;-0.4362881;-0.1578947;-38;-3;-8;-1778;-1765;2875;32768;0.8782288;0.432133;-0.1385041;-0.1509695;27;-15;-22;1429;-3008;-1956;256;-0.001385042;0.009695291;-0.6357341;-0.771846;11;7;1;-167;3984;-805;128;0.08171745;-0.008310249;0.566482;0.8199703;0;5;0;-471;3945;1560;4;0.5400739;-0.5290859;0.4764543;0.4487534;9;7;-18;-535;3982;18;16;0.6703601;-0.7375226;0;-0.08171745;12;-19;4;425;4056;822;2;0.468144;-0.4958449;-0.5152354;-0.519145;2;3;3;77;4126;-7;8;0.6842105;-0.7275134;-0.02216066;0.04570637;1;6;1;-469;4049;245;0.5322073;2.834396;-0.1208438;0.5381652;3.377323;-0.06776468;0.5434043;3.85475;-0.02312139;0.5357734;4.575403;0.1149569;0.2736253;4.900139;0.1388724;-0.0660769;4.746933;0.1745026;-0.8023055;5.068342;-0.2870086;-1.010335;5.784781;-0.8711625;0.7939399;4.905652;0.1388721;1.084428;4.759121;0.1745025;1.873609;5.135729;-0.2300148;2.216419;5.810564;-0.799986;0.2199631;2.793278;-0.1328895;0.1582412;1.331467;-0.1203427;0;0;0;0.2199631;2.793278;-0.1328895;0.1582412;1.331467;-0.1203427;0;0;0
994798.112;NotLabelled;NONE;16384;0.8373524;0.33241;0.3739612;0.2202216;-25;-3;30;1920;-1808;2211;65536;0.8567957;0.4445983;0.02077562;0.2603878;35;-16;29;-1968;-2661;-1291;8192;0.8207747;0.33518;-0.4362881;-0.1537396;-39;-6;-6;-2074;-1609;2927;32768;0.8762115;0.434903;-0.1454294;-0.1481994;22;-38;-25;1493;-2838;-1978;256;-0.002770083;0.009695291;-0.634349;-0.772981;13;7;1;-195;4168;-801;128;0.08171745;-0.008310249;0.566482;0.8199703;0;2;0;-537;3887;1440;4;0.5372712;-0.5318559;0.4778393;0.4473684;10;6;-21;-527;3986;126;16;0.6717451;-0.7365583;0.002770083;-0.07894737;15;-25;4;489;4064;600;2;0.468144;-0.4972299;-0.5152354;-0.5178185;2;2;4;141;4102;-49;8;0.6842105;-0.7275556;-0.0235457;0.04432133;2;0;2;-351;4071;207;0.5303741;2.834152;-0.1302426;0.5363321;3.377082;-0.07720388;0.5415714;3.854513;-0.03259612;0.5342339;4.574668;0.1080663;0.2722165;4.899422;0.1331564;-0.06754569;4.746225;0.1682498;-0.7955623;5.096137;-0.2854927;-1.04569;5.80803;-0.8585916;0.7925333;4.904727;0.133156;1.082964;4.757953;0.1682495;1.868619;5.145966;-0.2323343;2.213434;5.825475;-0.7955023;0.21813;2.793032;-0.1422851;0.1602684;1.331165;-0.1210036;0;0;0;0.21813;2.793032;-0.1422851;0.1602684;1.331165;-0.1210036;0;0;0
994818.9879;NotLabelled;NONE;16384;0.8372883;0.3365651;0.3711911;0.2188366;-22;-8;26;2188;-1768;2609;65536;0.8532385;0.4487534;0.02493075;0.2645429;33;-9;24;-1678;-2921;-1435;8192;0.8198346;0.3393352;-0.4362881;-0.1495845;-38;-4;-6;-2004;-1695;3071;32768;0.8752784;0.4362881;-0.1509695;-0.1440443;21;-47;-26;1143;-2962;-1946;256;-0.002770083;0.01108033;-0.632964;-0.774097;9;5;1;-119;4020;-835;128;0.08171745;-0.008310249;0.566482;0.8199703;-7;-2;0;-493;3801;1422;4;0.5304709;-0.5397008;0.4792244;0.4445983;5;-2;-12;-229;3762;322;16;0.6772853;-0.7318447;0.009695291;-0.07479224;17;-17;5;563;3738;314;2;0.466759;-0.4972299;-0.5152354;-0.5190673;0;-1;1;91;4192;-55;8;0.6842105;-0.72764;-0.02077562;0.04432133;1;-9;3;-547;4107;271;0.5260537;2.834467;-0.1392175;0.5320117;3.377398;-0.08617886;0.5372509;3.854829;-0.04157113;0.5314813;4.574492;0.1016619;0.2701703;4.899721;0.1279209;-0.0699226;4.747138;0.1624794;-0.7942576;5.109778;-0.2871421;-1.05792;5.821361;-0.8545321;0.7904974;4.903896;0.1279204;1.08061;4.756368;0.1624791;1.86352;5.153889;-0.2341344;2.216965;5.835127;-0.7898123;0.2138095;2.793348;-0.1512599;0.1594281;1.331582;-0.1174693;0;0;0;0.2138095;2.793348;-0.1512599;0.1594281;1.331582;-0.1174693;0;0;0
