SEP=;
File;Actual_Start;Calculated_Start;Difference
Lunge_Medium.csv;45;50;5
Lunge_Medium.csv;471;473;2
Lunge_Slow.csv;199;200;1
Lunge_Slow.csv;517;527;10
Lunge_Slow.csv;830;834;4
Lunge_Slow.csv;1123;1131;8
Pushup_Fast.csv;32;34;2
Pushup_Fast.csv;344;344;0
Pushup_Medium.csv;55;58;3
Pushup_Medium.csv;237;239;2
Pushup_Medium.csv;414;413;-1
Pushup_Medium.csv;602;604;2
Pushup_Slow.csv;130;134;4
Pushup_Slow.csv;391;397;6
Pushup_Slow.csv;683;685;2
Pushup_Slow.csv;964;967;3
Squat_Fast.csv;66;34;-32
Squat_Medium.csv;92;96;4
Squat_Medium.csv;720;717;-3
Squat_Slow.csv;87;96;9
Squat_Slow.csv;406;411;5
Squat_Slow.csv;714;718;4
Lunge_Fast.csv;763;765;2
Lunge_Medium.csv;487;485;-2
Lunge_Medium.csv;913;919;6
Lunge_Medium.csv;1133;1131;-2
Lunge_Slow.csv;436;368;-68
Lunge_Slow.csv;722;723;1
Lunge_Slow.csv;987;992;5
Lunge_Slow.csv;1240;1241;1
Pushup_Fast.csv;328;320;-8
Pushup_Medium.csv;324;322;-2
Pushup_Medium.csv;542;545;3
Pushup_Medium.csv;742;738;-4
Pushup_Slow.csv;693;698;5
Pushup_Slow.csv;955;958;3
Pushup_Slow.csv;1193;1196;3
Squat_Fast.csv;686;688;2
Squat_Medium.csv;629;620;-9
Squat_Medium.csv;816;802;-14
Squat_Slow.csv;775;778;3
Squat_Slow.csv;1062;1064;2
Squat_Slow.csv;1369;1371;2
Lunge_Medium.csv;52;39;-13
Lunge_Slow.csv;38;31;-7
Lunge_Slow.csv;345;341;-4
Lunge_Slow.csv;612;615;3
Lunge_Slow.csv;875;876;1
Pushup_Medium.csv;703;696;-7
Pushup_Slow.csv;238;239;1
Pushup_Slow.csv;514;516;2
Pushup_Slow.csv;816;812;-4
Pushup_Slow.csv;1116;1116;0
Squat_Medium.csv;111;115;4
Squat_Medium.csv;372;359;-13
Squat_Medium.csv;577;579;2
Squat_Medium.csv;788;772;-16
Squat_Slow.csv;163;120;-43
Squat_Slow.csv;452;456;4
Squat_Slow.csv;764;767;3
Squat_Slow.csv;1065;1065;0
Lunge_Fast.csv;69;72;3
Lunge_Medium.csv;71;61;-10
Lunge_Medium.csv;247;251;4
Lunge_Medium.csv;435;438;3
Lunge_Slow.csv;120;122;2
Lunge_Slow.csv;432;436;4
Lunge_Slow.csv;708;714;6
Lunge_Slow.csv;974;957;-17
Squat_Medium.csv;183;187;4
Squat_Medium.csv;388;392;4
Squat_Medium.csv;571;573;2
Squat_Slow.csv;153;136;-17
Squat_Slow.csv;520;523;3
Squat_Slow.csv;840;842;2
Squat_Slow.csv;1180;1187;7
Lunge_Fast.csv;116;99;-17
Lunge_Medium.csv;102;106;4
Lunge_Medium.csv;278;278;0
Lunge_Medium.csv;661;656;-5
Lunge_Slow.csv;633;635;2
Lunge_Slow.csv;888;892;4
Lunge_Slow.csv;1109;1112;3
Pushup_Fast.csv;185;189;4
Pushup_Medium.csv;337;340;3
Pushup_Medium.csv;496;499;3
Pushup_Medium.csv;861;861;0
Pushup_Slow.csv;251;255;4
Pushup_Slow.csv;515;510;-5
Pushup_Slow.csv;792;796;4
Pushup_Slow.csv;1073;1067;-6
Squat_Fast.csv;176;61;-115
Squat_Medium.csv;410;411;1
Squat_Medium.csv;595;597;2
Squat_Medium.csv;787;790;3
Squat_Slow.csv;154;156;2
Squat_Slow.csv;418;391;-27
Squat_Slow.csv;783;786;3
Lunge_Fast.csv;138;140;2
Lunge_Fast.csv;686;686;0
Lunge_Medium.csv;203;188;-15
Lunge_Medium.csv;423;418;-5
Lunge_Medium.csv;658;655;-3
Lunge_Slow.csv;195;174;-21
Lunge_Slow.csv;474;469;-5
Lunge_Slow.csv;744;739;-5
Lunge_Slow.csv;1015;1002;-13
Pushup_Fast.csv;453;447;-6
Pushup_Medium.csv;612;603;-9
Pushup_Medium.csv;864;849;-15
Pushup_Medium.csv;1083;1064;-19
Pushup_Slow.csv;437;417;-20
Pushup_Slow.csv;737;724;-13
Pushup_Slow.csv;1017;1014;-3
Pushup_Slow.csv;1284;1236;-48
Squat_Fast.csv;318;321;3
Squat_Medium.csv;271;274;3
Squat_Medium.csv;521;527;6
Squat_Medium.csv;750;750;0
Squat_Medium.csv;978;979;1
Squat_Slow.csv;585;589;4
Squat_Slow.csv;846;841;-5
Squat_Slow.csv;1143;1148;5
Squat_Slow.csv;1425;1428;3
Lunge_Fast.csv;276;281;5
Lunge_Fast.csv;482;478;-4
Lunge_Fast.csv;672;675;3
Lunge_Fast.csv;864;865;1
Lunge_Medium.csv;1044;1050;6
Lunge_Medium.csv;1276;1279;3
Lunge_Medium.csv;1517;1511;-6
Lunge_Medium.csv;1754;1749;-5
Lunge_Slow.csv;234;241;7
Lunge_Slow.csv;527;531;4
Lunge_Slow.csv;800;804;4
Lunge_Slow.csv;1081;1083;2
Pushup_Fast.csv;220;223;3
Pushup_Fast.csv;428;429;1
Pushup_Fast.csv;618;609;-9
Pushup_Medium.csv;322;326;4
Pushup_Medium.csv;543;547;4
Pushup_Medium.csv;776;776;0
Pushup_Medium.csv;1023;996;-27
Pushup_Slow.csv;371;374;3
Pushup_Slow.csv;655;648;-7
Pushup_Slow.csv;938;937;-1
Pushup_Slow.csv;1234;1235;1
Squat_Fast.csv;256;261;5
Squat_Fast.csv;475;479;4
Squat_Fast.csv;675;678;3
Squat_Fast.csv;859;863;4
Squat_Medium.csv;361;364;3
Squat_Medium.csv;589;591;2
Squat_Medium.csv;839;840;1
Squat_Medium.csv;1069;1065;-4
Squat_Slow.csv;564;570;6
Squat_Slow.csv;860;855;-5
Squat_Slow.csv;1136;1136;0
Squat_Slow.csv;1412;1415;3
Lunge_Fast.csv;476;480;4
Lunge_Medium.csv;832;715;-117
Lunge_Medium.csv;1069;1068;-1
Lunge_Medium.csv;1300;1305;5
Lunge_Medium.csv;1530;1525;-5
Lunge_Slow.csv;205;213;8
Lunge_Slow.csv;495;493;-2
Lunge_Slow.csv;774;777;3
Lunge_Slow.csv;1055;1058;3
Pushup_Fast.csv;193;194;1
Pushup_Medium.csv;238;200;-38
Pushup_Medium.csv;473;470;-3
Pushup_Medium.csv;704;699;-5
Pushup_Medium.csv;923;919;-4
Pushup_Slow.csv;213;216;3
Pushup_Slow.csv;499;503;4
Pushup_Slow.csv;778;780;2
Pushup_Slow.csv;1045;1050;5
Squat_Fast.csv;347;349;2
Squat_Medium.csv;311;315;4
Squat_Medium.csv;563;567;4
Squat_Medium.csv;772;775;3
Squat_Medium.csv;998;999;1
Squat_Slow.csv;203;204;1
Squat_Slow.csv;786;785;-1
Squat_Slow.csv;1038;1040;2
Lunge_Fast.csv;944;946;2
Lunge_Medium.csv;667;557;-110
Lunge_Slow.csv;210;203;-7
Lunge_Slow.csv;472;474;2
Lunge_Slow.csv;741;744;3
Lunge_Slow.csv;1016;1019;3
Pushup_Fast.csv;424;419;-5
Pushup_Medium.csv;175;170;-5
Pushup_Medium.csv;406;395;-11
Pushup_Medium.csv;635;637;2
Pushup_Slow.csv;251;253;2
Pushup_Slow.csv;524;527;3
Pushup_Slow.csv;797;796;-1
Pushup_Slow.csv;1091;1091;0
Squat_Fast.csv;253;245;-8
Squat_Medium.csv;524;499;-25
Squat_Medium.csv;749;747;-2
Squat_Medium.csv;1229;1230;1
Squat_Slow.csv;258;253;-5
Squat_Slow.csv;523;526;3
Squat_Slow.csv;792;776;-16
Squat_Slow.csv;1060;1051;-9
Pushup_Fast.csv;257;261;4
Pushup_Medium.csv;508;509;1
Pushup_Medium.csv;733;739;6
Pushup_Medium.csv;977;978;1
Pushup_Medium.csv;1201;1201;0
Pushup_Slow.csv;743;745;2
Pushup_Slow.csv;1003;1009;6
Pushup_Slow.csv;1287;1284;-3
Pushup_Slow.csv;1527;1532;5
Lunge_Fast.csv;421;422;1
Lunge_Fast.csv;621;619;-2
Lunge_Fast.csv;808;800;-8
Lunge_Medium.csv;298;300;2
Lunge_Medium.csv;519;526;7
Lunge_Medium.csv;757;754;-3
Lunge_Medium.csv;1005;1000;-5
Lunge_Slow.csv;274;277;3
Lunge_Slow.csv;562;565;3
Lunge_Slow.csv;855;860;5
Lunge_Slow.csv;1128;1114;-14
Pushup_Fast.csv;788;765;-23
Pushup_Medium.csv;225;225;0
Pushup_Medium.csv;475;470;-5
Pushup_Medium.csv;690;678;-12
Pushup_Slow.csv;316;245;-71
Pushup_Slow.csv;594;592;-2
Pushup_Slow.csv;876;875;-1
Pushup_Slow.csv;1154;1137;-17
Squat_Fast.csv;278;278;0
Squat_Medium.csv;604;574;-30
Squat_Medium.csv;842;844;2
Squat_Medium.csv;1080;1035;-45
Squat_Medium.csv;1314;1313;-1
Squat_Slow.csv;204;206;2
Squat_Slow.csv;468;483;15
Squat_Slow.csv;764;744;-20
Squat_Slow.csv;1027;1030;3
Lunge_Fast.csv;506;511;5
Lunge_Medium.csv;518;521;3
Lunge_Medium.csv;744;745;1
Lunge_Medium.csv;966;968;2
Lunge_Medium.csv;1179;1177;-2
Lunge_Slow.csv;201;209;8
Lunge_Slow.csv;473;475;2
Lunge_Slow.csv;745;747;2
Lunge_Slow.csv;1018;1021;3
Pushup_Fast.csv;229;227;-2
Pushup_Fast.csv;773;763;-10
Pushup_Medium.csv;370;371;1
Pushup_Medium.csv;822;821;-1
Pushup_Medium.csv;1057;1061;4
Pushup_Slow.csv;494;444;-50
Pushup_Slow.csv;758;728;-30
Pushup_Slow.csv;1040;1015;-25
Pushup_Slow.csv;1310;1293;-17
Squat_Fast.csv;263;267;4
Squat_Medium.csv;235;240;5
Squat_Medium.csv;476;476;0
Squat_Medium.csv;710;713;3
Squat_Medium.csv;954;958;4
Squat_Slow.csv;238;242;4
Squat_Slow.csv;505;507;2
Squat_Slow.csv;758;763;5
Squat_Slow.csv;1019;1020;1
Lunge_Fast.csv;251;255;4
Lunge_Medium.csv;295;301;6
Lunge_Medium.csv;528;530;2
Lunge_Medium.csv;750;756;6
Lunge_Slow.csv;201;205;4
Lunge_Slow.csv;471;477;6
Lunge_Slow.csv;733;738;5
Lunge_Slow.csv;998;1004;6
Pushup_Fast.csv;163;167;4
Pushup_Medium.csv;260;264;4
Pushup_Medium.csv;483;483;0
Pushup_Medium.csv;721;721;0
Pushup_Slow.csv;170;171;1
Pushup_Slow.csv;435;439;4
Pushup_Slow.csv;723;709;-14
Pushup_Slow.csv;991;993;2
Squat_Fast.csv;238;242;4
Squat_Medium.csv;306;310;4
Squat_Medium.csv;549;547;-2
Squat_Medium.csv;774;775;1
Squat_Medium.csv;996;996;0
Squat_Slow.csv;221;224;3
Squat_Slow.csv;511;514;3
Squat_Slow.csv;776;779;3
Squat_Slow.csv;1051;1043;-8
Lunge_Fast.csv;628;632;4
Lunge_Medium.csv;164;170;6
Lunge_Medium.csv;392;393;1
Lunge_Medium.csv;637;640;3
Lunge_Slow.csv;217;217;0
Lunge_Slow.csv;497;500;3
Lunge_Slow.csv;761;760;-1
Lunge_Slow.csv;1048;1045;-3
Pushup_Medium.csv;176;120;-56
Pushup_Medium.csv;624;596;-28
Pushup_Slow.csv;431;428;-3
Pushup_Slow.csv;697;692;-5
Pushup_Slow.csv;978;974;-4
Squat_Fast.csv;224;211;-13
Squat_Fast.csv;577;578;1
Squat_Medium.csv;231;226;-5
Squat_Medium.csv;439;439;0
Squat_Medium.csv;678;680;2
Squat_Medium.csv;904;907;3
Squat_Slow.csv;207;209;2
Squat_Slow.csv;479;481;2
Squat_Slow.csv;753;748;-5
Squat_Slow.csv;1038;1034;-4
Lunge_Medium.csv;199;169;-30
Lunge_Medium.csv;416;417;1
Lunge_Medium.csv;643;643;0
Lunge_Medium.csv;867;870;3
Lunge_Slow.csv;180;187;7
Lunge_Slow.csv;462;467;5
Lunge_Slow.csv;735;740;5
Lunge_Slow.csv;1011;1015;4
Pushup_Fast.csv;751;748;-3
Pushup_Fast.csv;1114;1096;-18
Pushup_Fast.csv;1298;1300;2
Pushup_Medium.csv;363;354;-9
Pushup_Medium.csv;602;570;-32
Pushup_Medium.csv;825;821;-4
Pushup_Medium.csv;1054;1056;2
Pushup_Slow.csv;165;172;7
Pushup_Slow.csv;440;442;2
Pushup_Slow.csv;713;716;3
Pushup_Slow.csv;993;998;5
Squat_Fast.csv;265;271;6
Squat_Fast.csv;658;654;-4
Squat_Medium.csv;1430;1416;-14
Squat_Medium.csv;1656;1654;-2
Squat_Medium.csv;1886;1885;-1
Squat_Slow.csv;431;437;6
Squat_Slow.csv;705;699;-6
Squat_Slow.csv;965;967;2
Squat_Slow.csv;1242;1246;4
