SEP=;
File;Actual_Start;Calculated_Start;Difference
Lunge_Fast.csv;388490.0;388760.0;270.0
Lunge_Medium.csv;218420.0;218750.0;330.0
Lunge_Medium.csv;223290.0;223585.0;295.0
Lunge_Medium.csv;227639.0;227825.0;186.0
Lunge_Medium.csv;232250.0;232477.0;227.0
Lunge_Slow.csv;111060.0;111270.0;210.0
Lunge_Slow.csv;117986.0;118403.0;417.0
Lunge_Slow.csv;124736.0;125172.0;436.0
Lunge_Slow.csv;131152.0;131673.0;521.0
Pushup_Fast.csv;339388.0;339531.0;143.0
Pushup_Fast.csv;342684.0;342848.0;164.0
Pushup_Fast.csv;346112.0;346215.0;103.0
Pushup_Fast.csv;349281.0;349405.0;124.0
Pushup_Medium.csv;190537.0;190700.0;163.0
Pushup_Medium.csv;194413.0;194557.0;144.0
Pushup_Medium.csv;198268.0;198475.0;207.0
Pushup_Medium.csv;202294.0;202419.0;125.0
Pushup_Slow.csv;67552.0;67778.0;226.0
Pushup_Slow.csv;73250.0;73560.0;310.0
Pushup_Slow.csv;79470.0;79614.0;144.0
Pushup_Slow.csv;85562.0;85749.0;187.0
Squat_Fast.csv;305676.0;305881.0;205.0
Squat_Medium.csv;158148.0;158377.0;229.0
Squat_Medium.csv;167207.0;167374.0;167.0
Squat_Medium.csv;171736.0;171879.0;143.0
Squat_Slow.csv;16052.0;16422.0;370.0
Squat_Slow.csv;22845.0;23072.0;227.0
Squat_Slow.csv;29390.0;29577.0;187.0
Squat_Slow.csv;36069.0;36363.0;294.0
Lunge_Fast.csv;913003.0;913310.0;307.0
Lunge_Fast.csv;917785.0;918218.0;433.0
Lunge_Medium.csv;698045.0;698292.0;247.0
Lunge_Medium.csv;703035.0;702782.0;-253.0
Lunge_Medium.csv;707196.0;707838.0;642.0
Lunge_Medium.csv;711983.0;712170.0;187.0
Lunge_Slow.csv;584822.0;585092.0;270.0
Lunge_Slow.csv;590985.0;591108.0;123.0
Lunge_Slow.csv;596653.0;596885.0;232.0
Lunge_Slow.csv;602043.0;602253.0;210.0
Pushup_Fast.csv;860104.0;860290.0;186.0
Pushup_Medium.csv;652724.0;652929.0;205.0
Pushup_Medium.csv;657366.0;657659.0;293.0
Pushup_Medium.csv;661679.0;661905.0;226.0
Pushup_Medium.csv;665595.0;665845.0;250.0
Pushup_Slow.csv;228489.0;228757.0;268.0
Pushup_Slow.csv;233734.0;233982.0;248.0
Pushup_Slow.csv;239445.0;239671.0;226.0
Pushup_Slow.csv;244628.0;244917.0;289.0
Squat_Fast.csv;769957.0;770125.0;168.0
Squat_Fast.csv;773914.0;774143.0;229.0
Squat_Fast.csv;777964.0;778280.0;316.0
Squat_Fast.csv;782571.0;782715.0;144.0
Squat_Medium.csv;533539.0;533683.0;144.0
Squat_Medium.csv;537726.0;537873.0;147.0
Squat_Medium.csv;541800.0;542091.0;291.0
Squat_Slow.csv;104438.0;104687.0;249.0
Squat_Slow.csv;110437.0;110727.0;290.0
Squat_Slow.csv;116592.0;116843.0;251.0
Squat_Slow.csv;123284.0;123450.0;166.0
Lunge_Fast.csv;332529.0;331079.0;-1450.0
Lunge_Medium.csv;211757.0;212109.0;352.0
Lunge_Medium.csv;216289.0;216822.0;533.0
Lunge_Medium.csv;221130.0;221400.0;270.0
Lunge_Medium.csv;225417.0;225646.0;229.0
Lunge_Slow.csv;48264.0;48430.0;166.0
Lunge_Slow.csv;54970.0;55158.0;188.0
Lunge_Slow.csv;60799.0;61336.0;537.0
Lunge_Slow.csv;66439.0;66851.0;412.0
Pushup_Medium.csv;171396.0;171562.0;166.0
Pushup_Medium.csv;175439.0;175541.0;102.0
Pushup_Medium.csv;179412.0;179495.0;83.0
Pushup_Slow.csv;138034.0;138156.0;122.0
Pushup_Slow.csv;143902.0;144109.0;207.0
Pushup_Slow.csv;150327.0;150534.0;207.0
Pushup_Slow.csv;156800.0;156968.0;168.0
Squat_Medium.csv;122738.0;123070.0;332.0
Squat_Medium.csv;128430.0;128575.0;145.0
Squat_Medium.csv;132832.0;133037.0;205.0
Squat_Medium.csv;137331.0;137479.0;148.0
Squat_Slow.csv;13643.0;13148.0;-495.0
Squat_Slow.csv;19930.0;20429.0;499.0
Squat_Slow.csv;26776.0;27003.0;227.0
Squat_Slow.csv;33519.0;33852.0;333.0
Lunge_Fast.csv;691989.0;692361.0;372.0
Lunge_Fast.csv;703378.0;703690.0;312.0
Lunge_Medium.csv;593045.0;593315.0;270.0
Lunge_Medium.csv;596873.0;597078.0;205.0
Lunge_Medium.csv;600989.0;601257.0;268.0
Lunge_Medium.csv;605195.0;605442.0;247.0
Lunge_Slow.csv;399528.0;400151.0;623.0
Lunge_Slow.csv;406246.0;406512.0;266.0
Lunge_Slow.csv;412134.0;412694.0;560.0
Lunge_Slow.csv;417908.0;418179.0;271.0
Squat_Medium.csv;469670.0;469877.0;207.0
Squat_Medium.csv;474145.0;474479.0;334.0
Squat_Medium.csv;478059.0;478306.0;247.0
Squat_Medium.csv;482097.0;482303.0;206.0
Squat_Slow.csv;33590.0;33961.0;371.0
Squat_Slow.csv;41462.0;41628.0;166.0
Squat_Slow.csv;48322.0;48883.0;561.0
Squat_Slow.csv;55688.0;56165.0;477.0
Lunge_Fast.csv;932186.0;932353.0;167.0
Lunge_Fast.csv;936084.0;936272.0;188.0
Lunge_Fast.csv;940199.0;940486.0;287.0
Lunge_Fast.csv;944524.0;944587.0;63.0
Lunge_Medium.csv;777068.0;777316.0;248.0
Lunge_Medium.csv;781140.0;781430.0;290.0
Lunge_Medium.csv;785532.0;785654.0;122.0
Lunge_Medium.csv;790289.0;790557.0;268.0
Lunge_Slow.csv;585113.0;585257.0;144.0
Lunge_Slow.csv;591286.0;591535.0;249.0
Lunge_Slow.csv;597167.0;597395.0;228.0
Lunge_Slow.csv;602627.0;603147.0;520.0
Pushup_Fast.csv;871712.0;871960.0;248.0
Pushup_Fast.csv;875312.0;875456.0;144.0
Pushup_Fast.csv;879373.0;879645.0;272.0
Pushup_Fast.csv;883850.0;883788.0;-62.0
Pushup_Medium.csv;734912.0;735097.0;185.0
Pushup_Medium.csv;738724.0;739015.0;291.0
Pushup_Medium.csv;743202.0;743408.0;206.0
Pushup_Medium.csv;747524.0;747730.0;206.0
Pushup_Slow.csv;151874.0;152040.0;166.0
Pushup_Slow.csv;157648.0;157879.0;231.0
Pushup_Slow.csv;163576.0;163803.0;227.0
Pushup_Slow.csv;169674.0;169839.0;165.0
Squat_Fast.csv;832234.0;830491.0;-1743.0
Squat_Fast.csv;836242.0;836365.0;123.0
Squat_Fast.csv;840637.0;840741.0;104.0
Squat_Medium.csv;683050.0;682866.0;-184.0
Squat_Medium.csv;687059.0;687223.0;164.0
Squat_Medium.csv;691588.0;691855.0;267.0
Squat_Medium.csv;696146.0;696329.0;183.0
Squat_Slow.csv;47448.0;47675.0;227.0
Squat_Slow.csv;53577.0;53828.0;251.0
Squat_Slow.csv;61594.0;61780.0;186.0
Squat_Slow.csv;67321.0;67569.0;248.0
Lunge_Fast.csv;456100.0;456287.0;187.0
Lunge_Fast.csv;460195.0;460486.0;291.0
Lunge_Fast.csv;464238.0;464406.0;168.0
Lunge_Fast.csv;468107.0;468270.0;163.0
Lunge_Medium.csv;273659.0;273866.0;207.0
Lunge_Medium.csv;278417.0;278690.0;273.0
Lunge_Medium.csv;283514.0;283740.0;226.0
Lunge_Medium.csv;288622.0;288788.0;166.0
Lunge_Slow.csv;67652.0;67838.0;186.0
Lunge_Slow.csv;73829.0;73974.0;145.0
Lunge_Slow.csv;79719.0;80092.0;373.0
Lunge_Slow.csv;85623.0;86016.0;393.0
Pushup_Fast.csv;416450.0;416636.0;186.0
Pushup_Fast.csv;420336.0;420564.0;228.0
Pushup_Fast.csv;424271.0;424208.0;-63.0
Pushup_Fast.csv;428172.0;428298.0;126.0
Pushup_Medium.csv;213795.0;214085.0;290.0
Pushup_Medium.csv;219188.0;219397.0;209.0
Pushup_Medium.csv;223982.0;224188.0;206.0
Pushup_Slow.csv;264948.0;265633.0;685.0
Pushup_Slow.csv;271429.0;271657.0;228.0
Pushup_Slow.csv;277478.0;277810.0;332.0
Pushup_Slow.csv;283312.0;283601.0;289.0
Squat_Fast.csv;333976.0;334242.0;266.0
Squat_Fast.csv;338575.0;338534.0;-41.0
Squat_Fast.csv;342098.0;342283.0;185.0
Squat_Fast.csv;346008.0;346113.0;105.0
Squat_Medium.csv;149375.0;149872.0;497.0
Squat_Medium.csv;154816.0;155023.0;207.0
Squat_Medium.csv;159772.0;160020.0;248.0
Squat_Medium.csv;164853.0;165019.0;166.0
Squat_Slow.csv;118592.0;118779.0;187.0
Squat_Slow.csv;124431.0;124615.0;184.0
Squat_Slow.csv;130977.0;131266.0;289.0
Squat_Slow.csv;137157.0;137326.0;169.0
Lunge_Fast.csv;868880.0;869439.0;559.0
Lunge_Fast.csv;873373.0;873561.0;188.0
Lunge_Fast.csv;877495.0;877765.0;270.0
Lunge_Fast.csv;881646.0;881914.0;268.0
Lunge_Medium.csv;690030.0;690403.0;373.0
Lunge_Medium.csv;695000.0;695477.0;477.0
Lunge_Medium.csv;700117.0;700595.0;478.0
Lunge_Medium.csv;705238.0;705674.0;436.0
Lunge_Slow.csv;476038.0;476433.0;395.0
Lunge_Slow.csv;482372.0;482643.0;271.0
Lunge_Slow.csv;488294.0;488773.0;479.0
Lunge_Slow.csv;494322.0;494628.0;306.0
Pushup_Fast.csv;794552.0;794698.0;146.0
Pushup_Fast.csv;799032.0;799178.0;146.0
Pushup_Fast.csv;803173.0;803317.0;144.0
Pushup_Fast.csv;807397.0;807502.0;105.0
Pushup_Medium.csv;638611.0;638863.0;252.0
Pushup_Medium.csv;643469.0;643968.0;499.0
Pushup_Medium.csv;648577.0;648812.0;235.0
Pushup_Medium.csv;653824.0;654030.0;206.0
Pushup_Slow.csv;291257.0;291466.0;209.0
Pushup_Slow.csv;297493.0;297703.0;210.0
Pushup_Slow.csv;303553.0;303718.0;165.0
Pushup_Slow.csv;309877.0;310065.0;188.0
Squat_Fast.csv;755849.0;756534.0;685.0
Squat_Fast.csv;760544.0;760749.0;205.0
Squat_Fast.csv;764778.0;764967.0;189.0
Squat_Fast.csv;768809.0;769018.0;209.0
Squat_Medium.csv;553151.0;553339.0;188.0
Squat_Medium.csv;558089.0;558273.0;184.0
Squat_Medium.csv;563549.0;563735.0;186.0
Squat_Medium.csv;568555.0;568719.0;164.0
Squat_Slow.csv;186207.0;186453.0;246.0
Squat_Slow.csv;192614.0;192820.0;206.0
Squat_Slow.csv;198461.0;198690.0;229.0
Squat_Slow.csv;204361.0;204628.0;267.0
Lunge_Fast.csv;584833.0;585040.0;207.0
Lunge_Fast.csv;589226.0;589452.0;226.0
Lunge_Fast.csv;593330.0;593411.0;81.0
Lunge_Medium.csv;452775.0;453064.0;289.0
Lunge_Medium.csv;457961.0;458230.0;269.0
Lunge_Medium.csv;463002.0;463231.0;229.0
Lunge_Medium.csv;467841.0;468212.0;371.0
Lunge_Slow.csv;244523.0;244857.0;334.0
Lunge_Slow.csv;250741.0;250947.0;206.0
Lunge_Slow.csv;256753.0;256899.0;146.0
Lunge_Slow.csv;262730.0;262958.0;228.0
Pushup_Fast.csv;545368.0;545554.0;186.0
Pushup_Fast.csv;549531.0;549616.0;85.0
Pushup_Medium.csv;403561.0;403703.0;142.0
Pushup_Medium.csv;408497.0;408728.0;231.0
Pushup_Medium.csv;413509.0;413656.0;147.0
Pushup_Medium.csv;418290.0;418479.0;189.0
Pushup_Slow.csv;107348.0;107556.0;208.0
Pushup_Slow.csv;113492.0;113704.0;212.0
Pushup_Slow.csv;119529.0;119673.0;144.0
Pushup_Slow.csv;125336.0;125584.0;248.0
Squat_Fast.csv;513320.0;513506.0;186.0
Squat_Medium.csv;344419.0;344607.0;188.0
Squat_Medium.csv;349873.0;350082.0;209.0
Squat_Medium.csv;354468.0;354697.0;229.0
Squat_Medium.csv;359373.0;359562.0;189.0
Squat_Slow.csv;37503.0;37772.0;269.0
Squat_Slow.csv;43242.0;43511.0;269.0
Squat_Slow.csv;49947.0;50155.0;208.0
Squat_Slow.csv;55442.0;55611.0;169.0
Lunge_Fast.csv;828587.0;828752.0;165.0
Lunge_Fast.csv;832468.0;832696.0;228.0
Lunge_Medium.csv;686625.0;682711.0;-3914.0
Lunge_Medium.csv;691700.0;691287.0;-413.0
Lunge_Medium.csv;695979.0;696188.0;209.0
Lunge_Medium.csv;701199.0;701615.0;416.0
Lunge_Slow.csv;482959.0;483143.0;184.0
Lunge_Slow.csv;488596.0;488930.0;334.0
Lunge_Slow.csv;494461.0;494790.0;329.0
Lunge_Slow.csv;500408.0;500596.0;188.0
Pushup_Fast.csv;781104.0;778559.0;-2545.0
Pushup_Fast.csv;785074.0;785199.0;125.0
Pushup_Fast.csv;789341.0;789341.0;0.0
Pushup_Medium.csv;641555.0;641701.0;146.0
Pushup_Medium.csv;646515.0;646678.0;163.0
Pushup_Medium.csv;651512.0;651695.0;183.0
Pushup_Slow.csv;226133.0;226256.0;123.0
Pushup_Slow.csv;232033.0;232217.0;184.0
Pushup_Slow.csv;237939.0;238127.0;188.0
Pushup_Slow.csv;244241.0;244323.0;82.0
Squat_Fast.csv;746503.0;746563.0;60.0
Squat_Medium.csv;560926.0;561029.0;103.0
Squat_Medium.csv;565872.0;566037.0;165.0
Squat_Medium.csv;571240.0;571425.0;185.0
Squat_Medium.csv;576134.0;576342.0;208.0
Squat_Slow.csv;114354.0;114354.0;0.0
Squat_Slow.csv;120087.0;120233.0;146.0
Squat_Slow.csv;125943.0;126108.0;165.0
Squat_Slow.csv;131773.0;131937.0;164.0
Pushup_Fast.csv;604317.0;604646.0;329.0
Pushup_Fast.csv;608154.0;608339.0;185.0
Pushup_Fast.csv;612118.0;612308.0;190.0
Pushup_Fast.csv;616238.0;616426.0;188.0
Pushup_Medium.csv;542020.0;542229.0;209.0
Pushup_Medium.csv;546904.0;547295.0;391.0
Pushup_Medium.csv;552293.0;552458.0;165.0
Pushup_Medium.csv;557137.0;557303.0;166.0
Pushup_Slow.csv;166138.0;166305.0;167.0
Pushup_Slow.csv;171839.0;172232.0;393.0
Pushup_Slow.csv;178060.0;178245.0;185.0
Pushup_Slow.csv;183658.0;183906.0;248.0
Lunge_Fast.csv;834483.0;834836.0;353.0
Lunge_Fast.csv;838775.0;839086.0;311.0
Lunge_Fast.csv;842746.0;842992.0;246.0
Lunge_Fast.csv;846629.0;846832.0;203.0
Lunge_Medium.csv;611100.0;611288.0;188.0
Lunge_Medium.csv;615849.0;616218.0;369.0
Lunge_Medium.csv;621094.0;621611.0;517.0
Lunge_Medium.csv;626424.0;626694.0;270.0
Lunge_Slow.csv;418778.0;418969.0;191.0
Lunge_Slow.csv;424940.0;425272.0;332.0
Lunge_Slow.csv;431200.0;431386.0;186.0
Lunge_Slow.csv;437037.0;437201.0;164.0
Pushup_Fast.csv;779536.0;779701.0;165.0
Pushup_Fast.csv;787269.0;787064.0;-205.0
Pushup_Medium.csv;566355.0;566500.0;145.0
Pushup_Medium.csv;571741.0;571923.0;182.0
Pushup_Medium.csv;576397.0;576522.0;125.0
Pushup_Medium.csv;580948.0;581157.0;209.0
Pushup_Slow.csv;190138.0;190304.0;166.0
Pushup_Slow.csv;196232.0;196500.0;268.0
Pushup_Slow.csv;202356.0;202521.0;165.0
Squat_Fast.csv;725626.0;725851.0;225.0
Squat_Fast.csv;729780.0;729985.0;205.0
Squat_Fast.csv;733905.0;734068.0;163.0
Squat_Medium.csv;508139.0;508513.0;374.0
Squat_Medium.csv;513339.0;513630.0;291.0
Squat_Medium.csv;518483.0;517678.0;-805.0
Squat_Medium.csv;523616.0;523888.0;272.0
Squat_Slow.csv;67826.0;68202.0;376.0
Squat_Slow.csv;73638.0;74181.0;543.0
Squat_Slow.csv;80131.0;80294.0;163.0
Squat_Slow.csv;85782.0;86177.0;395.0
Lunge_Fast.csv;877578.0;877912.0;334.0
Lunge_Fast.csv;881743.0;881909.0;166.0
Lunge_Fast.csv;885491.0;885720.0;229.0
Lunge_Fast.csv;889952.0;889600.0;-352.0
Lunge_Medium.csv;742153.0;742381.0;228.0
Lunge_Medium.csv;747134.0;747301.0;167.0
Lunge_Medium.csv;752101.0;752353.0;252.0
Lunge_Medium.csv;756929.0;757161.0;232.0
Lunge_Slow.csv;574304.0;574661.0;357.0
Lunge_Slow.csv;580248.0;580558.0;310.0
Lunge_Slow.csv;586172.0;586526.0;354.0
Lunge_Slow.csv;592125.0;592413.0;288.0
Pushup_Fast.csv;838048.0;838109.0;61.0
Pushup_Fast.csv;846179.0;846303.0;124.0
Pushup_Fast.csv;850111.0;850174.0;63.0
Pushup_Medium.csv;699880.0;700046.0;166.0
Pushup_Medium.csv;704833.0;705059.0;226.0
Pushup_Medium.csv;709812.0;710039.0;227.0
Pushup_Medium.csv;714984.0;715171.0;187.0
Pushup_Slow.csv;382455.0;382290.0;-165.0
