SEP=;
File;pelvis;lowerSpine;middleSpine;upperSpine;rightClavicle;rightShoulder;rightElbow;rightWrist;leftClavicle;leftShoulder;leftElbow;leftWrist;rightHip;rightKnee;rightAnkle;leftHip;leftKnee;leftAnkle
Squat_Error3;up;up;up;up;up;up;up;up;up;up;up;None;up;back;None;up;back;None
Lunge_Error1;None;front;front;front;front;front;front;front;front;front;front;front;None;None;None;None;None;None
Lunge_Error1;None;front;front;front;front;front;front;front;front;front;front;front;None;None;None;None;None;None
Lunge_Error3;up;up;up;up;up;up;front_up;up;up;up;up;None;up;None;None;up;None;None
Lunge_Error3;up;up;up;up;up;up;up;up;up;up;up;front_up;up;None;None;up;None;None
Lunge_Error3;up;up;up;up;up;up;up;up;up;up;up;front_up;up;None;None;up;None;None
Lunge_Error3;up;up;up;up;up;up;up;up;up;up;up;up;up;None;None;up;None;None
Pushup_Error1;up;up;up;None;None;None;None;None;None;None;None;None;up;up;back_up;up;up;back_up
Pushup_Error1;None;None;back;back;back;back;None;None;back;back;None;None;None;right;None;None;right;None
Pushup_Error1;None;None;back;back;back;back;None;None;back;back;None;None;None;right;right;None;right;right
Pushup_Error2;up;up;back_up;back;back;back;left;None;back;back;None;left;up;up;up;up;up;up
Pushup_Error2;up;up;None;None;None;None;None;None;None;None;front_left;front_left;up;up;None;up;up;None
Pushup_Error2;None;None;None;None;None;None;None;None;None;None;front_left;front_left;None;None;None;None;None;None
Pushup_Error3;up;up;up;None;None;None;None;None;None;None;None;None;up;up;up;up;up;up
Pushup_Error3;up;up;up;up;up;up;None;None;up;up;front_left;None;up;None;None;up;None;None
Pushup_Error3;up;up;up;up;up;up;None;None;up;up;front;None;up;None;None;up;None;None
Squat_Error1;None;front;front;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;None;None;None;None;None;None
Squat_Error1;None;front;front;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;down;None;None;None;None;None;None
Squat_Error1;back;None;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;down;down;back;None;None;back;None;None
Squat_Error1;None;front;front;front_down;front_down;front_down;front_down;front_down;front_down;front_down;down;down;None;None;None;None;None;None
Squat_Error2;front;front;front;None;None;None;None;None;None;None;None;None;front;front_down;None;front;front_down;None
Squat_Error2;front;front;front;None;None;None;None;None;None;None;None;None;front;front_down;None;front;front_down;None
Squat_Error2;front;front;front;None;None;None;None;None;None;None;None;None;front;front_down;None;front;front_down;None
Squat_Error2;front;front;front;None;None;None;None;None;None;None;None;None;front;front_down;None;front;front_down;None
Squat_Error3;front;front;front;up;up;up;up;up;up;up;up;up;front;None;None;front;None;None
Squat_Error3;front;front;front_up;up;up;up;up;up;up;up;up;up;front;None;None;front;None;None
Squat_Error3;front;front;front_up;up;up;up;up;up;up;up;up;up;front;None;None;front;None;None
Squat_Error3;front;front;front_up;up;up;up;up;up;up;up;up;up;front;front;None;front;front;None
Lunge_Error1;up;up;up;up;up;up;up;back_up;up;up;up;up;up;back;None;up;back;None
Lunge_Error1;right;front;front;front;front;front;front_down;front;front;front;front_right;front;right;None;None;right;None;None
Lunge_Error1;right;front_right;front_right;front_right;front;front;front;front;front;front;front_right;front;right;None;None;right;None;None
Lunge_Error1;right_up;front;front;front;front;front;front_down;front;front;front;front_right;front;right_up;None;None;right_up;None;None
Lunge_Error2;front;front;front;front;front;front;None;front;front;front;front;None;front;down;None;front;down;None
Lunge_Error2;front;front;front;front;front;front;right;front;front;front;front;None;front;down;None;front;down;None
Lunge_Error2;front;front;front;front;front;front;None;front;front;front;front;up;front;right;None;front;right;None
Lunge_Error3;up;up;up;up;up;up;up;front;up;up;up;up;up;None;None;up;None;None
Lunge_Error3;up;up;up;up;up;up;up;None;up;up;up;up;up;None;None;up;None;None
Lunge_Error3;up;up;up;up;up;None;up;None;up;up;None;None;up;None;None;up;None;None
Lunge_Error3;None;None;None;None;None;None;None;front;None;None;None;None;None;None;None;None;None;None
Pushup_Error1;down;down;None;back;back;back;None;None;back;back;None;None;down;down;down;down;down;down
Pushup_Error1;down;down;down;None;None;None;None;None;None;None;None;None;down;down;front_down;down;down;front_down
Pushup_Error1;down;down;None;back;back;back;None;None;back;back;None;None;down;down;down;down;down;down
Pushup_Error1;down;down;down;down;None;None;right_down;None;None;None;None;front;down;down;front;down;down;front
Pushup_Error2;left;left;left;left;left;None;front;None;left;left;front_left;left;left;left;None;left;left;None
Pushup_Error2;None;None;None;None;None;None;front;None;None;None;front_left;left;None;left;None;None;left;None
Pushup_Error2;None;None;None;None;None;None;front;None;None;None;front_left;left;None;left;None;None;left;None
Squat_Error1;back_down;down;down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;down;down;back_down;right;None;back_down;right;None
Squat_Error1;back;None;None;front;front;front;front_down;down;front_down;front;down;down;back;back;None;back;back;None
Squat_Error2;front;front;front;front;front;front;front;front;front;front;None;front_down;front;down;None;front;down;None
Squat_Error2;front;front;front;None;None;None;None;front;None;None;None;None;front;None;None;front;None;None
Squat_Error2;front;front;up;right_up;right;right;right;None;right_up;right_up;None;None;front;None;None;front;None;None
Squat_Error2;front;front;front;right;right;right;right;None;right;right;None;None;front;down;None;front;down;None
Squat_Error3;front_up;up;up;up;up;up;up;up;up;up;up;up;front_up;back;None;front_up;back;None
Squat_Error3;front_up;up;up;up;up;up;up;None;up;up;up;None;front_up;None;None;front_up;None;None
Squat_Error3;front_up;up;back_up;up;up;up;up;None;up;up;up;None;front_up;None;None;front_up;None;None
Squat_Error3;front;up;up;up;up;up;None;None;up;up;None;None;front;None;None;front;None;None
Lunge_Error1;None;front;front;front;front;front;front_down;front;front;front;front;front;None;None;None;None;None;None
Lunge_Error1;None;front;front;front;front;front;front_down;front;front;front;front;front;None;up;None;None;up;None
Lunge_Error1;None;None;front;front;front;front;front_down;front;front;front;front;front;None;None;None;None;None;None
Lunge_Error2;front;front;front_down;down;down;down;down;None;down;None;None;front;front;down;None;front;down;None
Lunge_Error2;front_down;front_down;down;down;down;down;down;None;down;down;None;front;front_down;down;None;front_down;down;None
Lunge_Error2;front;front;front;down;down;down;down;None;None;None;None;front;front;down;None;front;down;None
Lunge_Error2;down;down;down;down;down;down;down;down;down;down;down;front_down;down;down;None;down;down;None
Lunge_Error3;right;right;right;right;right;right;right;right;right;right;right;right;right;right;None;right;right;None
Lunge_Error3;back_up;back_up;back_up;up;up;back_up;up;back_up;up;up;back_up;back;back_up;back_up;None;back_up;back_up;None
Lunge_Error3;up;back_up;back_up;up;up;up;None;back_up;up;up;back_up;None;up;back_up;None;up;back_up;None
Lunge_Error3;up;back_up;back_up;up;up;back_up;None;back_up;up;up;back_up;None;up;up;None;up;up;None
Pushup_Error1;down;down;down;None;None;None;None;None;None;None;None;None;down;down;front;down;down;front
Pushup_Error1;front_down;front_down;None;None;None;None;None;None;None;None;None;None;front_down;down;front_down;front_down;down;front_down
Pushup_Error1;front_down;down;down;None;None;None;None;None;None;None;up;None;front_down;down;front_down;front_down;down;front_down
Pushup_Error2;back_left;back_left;back_left;back_left;back_left;back_left;front;None;back_left;back_left;left;back;back_left;back;back;back_left;back;back
Pushup_Error2;back_left;back_left;back_left;back_left;back_left;back_left;front;None;back_left;back_left;left;back;back_left;back;back;back_left;back;back
Pushup_Error2;back_left;back_left;back_left;back_left;back_left;back_left;front;None;back_left;back_left;left;back;back_left;back;back;back_left;back;back
Pushup_Error3;back_up;back_up;back_up;back_up;back_up;back_up;None;None;back_up;back_up;back;back;back_up;back;back;back_up;back;back
Pushup_Error3;back_left_up;back_up;up;up;up;up;None;None;up;back_up;back;back;back_left_up;back;back;back_left_up;back;back
Pushup_Error3;back_left_up;back_up;back_up;up;up;up;None;None;back_up;back_up;back;back;back_left_up;back;back;back_left_up;back;back
Squat_Error2;None;None;None;None;None;None;None;None;None;None;None;left;None;left;None;None;left;None
Squat_Error2;None;None;None;None;None;None;None;None;None;None;None;left;None;left;None;None;left;None
Squat_Error2;None;None;None;None;None;None;None;None;None;None;None;None;None;left;None;None;left;None
Squat_Error2;None;None;None;None;None;None;None;None;None;None;None;None;None;left;None;None;left;None
Squat_Error3;front;left_up;back_left_up;back_up;back_up;back_up;back_up;back_up;back_up;back_up;back_up;back_up;front;left;None;front;left;None
Squat_Error3;left;left;left;back;back;back;back;None;back;back;back;back;left;left;None;left;left;None
Lunge_Error1;down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front;down;None;None;down;None;None
Lunge_Error1;right;front_down;front;front_down;front_down;front;front_right_down;front;front_down;front_down;front_right;front;right;None;None;right;None;None
Lunge_Error1;down;front_down;front_down;front_down;front_down;front_down;front_right_down;front_down;front_down;front_down;front;front;down;None;None;down;None;None
Lunge_Error1;None;front;front;front;front;front;front_right_down;front;front_down;front;front;front;None;None;None;None;None;None
Lunge_Error2;front_down;front;front;front_down;front_down;front;front_down;front;front_down;front_down;front_right_down;front;front_down;left_down;None;front_down;left_down;None
Lunge_Error2;front_down;front_down;front_down;front_down;front_down;front;front_down;front;front_down;front_down;front_down;front;front_down;back_left_down;None;front_down;back_left_down;None
Lunge_Error2;front;front;front;front;front;front;front;front;front;front;front_right;front;front;back_left;None;front;back_left;None
Lunge_Error2;front;front;front;front;front;front;front;front;front_down;front_down;front;front;front_down;left_down;None;front_down;left_down;None
Lunge_Error3;None;None;None;None;None;None;None;None;None;None;right;front;None;left;None;None;left;None
Lunge_Error3;None;front;front;front;None;front;None;None;None;front;right;front;None;None;None;None;None;None
Lunge_Error3;None;front;front;front;front;front;None;None;front;front;right;front;None;left;None;None;left;None
Lunge_Error3;None;front;front;None;None;None;None;None;None;None;right;front;None;left;None;None;left;None
Pushup_Error1;up;up;up;back;back;back;right;None;back;back;down;down;up;up;right_up;up;up;right_up
Pushup_Error2;None;down;down;down;down;down;right_down;None;down;down;back_left;None;None;up;up;None;up;up
Pushup_Error3;back;back_up;up;up;up;up;back_down;None;up;up;None;None;back;None;None;back;None;None
Pushup_Error3;None;None;up;up;up;up;back_down;None;up;up;None;None;None;None;None;None;None;None
Pushup_Error3;None;None;up;up;up;up;back_down;None;up;up;None;back;None;None;None;None;None;None
Squat_Error1;None;None;None;None;None;None;down;down;None;None;down;down;None;None;None;None;None;None
Squat_Error1;back_down;down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;back_down;None;None;back_down;None;None
Squat_Error1;down;down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;back_down;None;None;back_down;None;None
Squat_Error2;down;down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;down;left_down;None;down;left_down;None
Squat_Error2;None;None;None;None;None;None;None;None;None;None;None;None;None;left_down;None;None;left_down;None
Squat_Error2;None;None;None;None;None;None;None;None;None;None;None;None;None;left_down;None;None;left_down;None
Squat_Error2;back_down;down;down;down;down;down;down;down;down;down;down;down;back_down;left_down;None;back_down;left_down;None
Squat_Error3;up;up;up;up;up;up;up;up;up;up;up;up;up;back;None;up;back;None
Squat_Error3;up;up;up;up;up;up;up;up;up;up;up;up;up;back;None;up;back;None
Squat_Error3;None;None;None;None;None;None;None;None;None;None;None;None;None;left;None;None;left;None
Squat_Error3;None;None;None;None;None;None;None;None;None;None;None;None;None;left;None;None;left;None
Lunge_Error1;right;front;front;front;front;front;front_down;front;front;front;front_right;front;right;left;None;right;left;None
Lunge_Error1;right_up;front;front;front;front;front;front;front;front;front;front_right;front;right_up;None;None;right_up;None;None
Lunge_Error1;right;right;front_right;front;front;front;front_down;front;front;front;right;front;right;None;None;right;None;None
Lunge_Error2;front;front;front;front;front;front;front_down;front;front;front;down;front;front;left_down;None;front;left_down;None
Lunge_Error2;front;front;front;front;front;front;front;front;front;front;None;front;front;left_down;None;front;left_down;None
Lunge_Error2;down;down;down;down;down;front_down;front_down;front;down;front_right_down;right;front;down;front_left;None;down;front_left;None
Lunge_Error3;front;front;front;front;front;front;front;front;front;front;None;front;front;down;None;front;down;None
Lunge_Error3;up;up;up;up;up;up;front;front;up;up;up;None;up;None;None;up;None;None
Lunge_Error3;up;up;up;up;up;up;front;front_up;up;up;up;None;up;None;None;up;None;None
Lunge_Error3;up;up;up;up;up;up;front;front_up;up;up;up;front;up;None;None;up;None;None
Pushup_Error1;back_left;back_left_down;back_left;back_left;back_left;back_left;None;None;back_left;back_left;left;left;back_left;back;back;back_left;back;back
Pushup_Error1;back;back;back;back;back;back;None;None;back;back;left;left;back;back;back;back;back;back
Pushup_Error1;back;back;back;back;back;back;None;None;back;back;left;back_left;back;back;back;back;back;back
Pushup_Error1;back;back;back;back;back;back;None;None;back;back;left;back_left;back;back;back;back;back;back
Pushup_Error2;back_left;back_left;back_left;back_left;back_left;back_left;front;None;back_left;back_left;left;left;back_left;back;back;back_left;back;back
Pushup_Error2;back_left;back_left;back_left;back_left;back_left;back_left;front;None;back_left;back_left;left;left;back_left;back;back;back_left;back;back
Pushup_Error2;back_left;back_left;back_left;back_left;back_left;back_left;front;None;back_left;back_left;left;left;back_left;back;back;back_left;back;back
Pushup_Error2;back_left;back_left;back_left_up;back_left_up;back_left_up;back_left_up;front;None;back_left_up;back_left;left;left;back_left;back;back;back_left;back;back
Pushup_Error3;None;back;back_up;back_up;up;back_up;down;None;back_up;back_up;left;None;None;None;back;None;None;back
Pushup_Error3;back;back;back;back_up;back_up;back_up;down;None;back_up;back_up;back_left;None;back;back;back;back;back;back
Pushup_Error3;None;back;back;back_up;up;back_up;down;None;back_up;back_up;left;None;None;None;back;None;None;back
Pushup_Error3;back;back;back_up;back_up;back_up;back_up;down;None;back_up;back_up;left;back;back;back;back;back;back;back
Squat_Error1;down;down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;front_down;down;down;None;None;down;None;None
Squat_Error3;up;back;back;back_up;back_up;back_up;back_up;up;back_up;back_up;back_up;up;up;back;None;up;back;None
Squat_Error3;up;back_up;back_up;up;up;up;up;None;up;up;up;None;up;back;None;up;back;None
Squat_Error3;up;back_up;back_up;up;up;up;up;None;up;up;up;None;up;back;None;up;back;None
